,CC,CID,VERSION NR,TABLE,LOCATION CODE,(SUB)TYPE,ROAD NUMBER,ROAD NAME,JUNCTION NUMBER,FIRST NAME,SECOND NAME,AREA REFERENCE,LINEAR REFERENCE,NEGATIVE OFFSET,POSITIVE OFFSET,INTERSECTION REFS,LATITUDE,LONGITUDE,URBAN,INTERRUPT,ISOLATED,IN+,OUT+,IN-,OUT-,PRESENT+,PRESENT-,geometry
5621,2,227,3.2,19,48050,P1.11,,Sukhaphiban 5 Road,,Soi Wat Siriphong Thamnimit,,10.0,3036.0,48049.0,48051.0,,13.86468,100.64356,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64356 13.86468)
5622,2,227,3.2,19,48051,P1.11,,Sukhaphiban 5 Road,,Vacharaphol Road,,10.0,3036.0,48050.0,48052.0,,13.86683,100.64639,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64639 13.86683)
5623,2,227,3.2,19,48052,P1.11,,Sukhaphiban 5 Road,,Sukha Phiban5 Soi 25,,10.0,3036.0,48051.0,48053.0,,13.88059,100.65123,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.65123 13.88059)
5624,2,227,3.2,19,48053,P1.11,,Sukhaphiban 5 Road,,Chalong Rat Expressway Ramp,,10.0,3036.0,48052.0,48054.0,,13.88439,100.65364,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.65364 13.88439)
5625,2,227,3.2,19,48054,P1.11,,Sukhaphiban 5 Road,,Chatu Chot Road,,10.0,3036.0,48053.0,48055.0,,13.89819,100.66185,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.66185 13.89819)
5626,2,227,3.2,19,48055,P1.11,,Sukhaphiban 5 Road,,Phoem Sin Road,,10.0,3036.0,48054.0,48056.0,,13.90134,100.66518,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.66518 13.90134)
5627,2,227,3.2,19,48056,P1.11,,Sukhaphiban 5 Road,,Saimai Road,,10.0,3036.0,48055.0,,,13.92158,100.68677,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.68677 13.92158)
5629,2,227,3.2,19,48057,P1.11,,Sukhonthasawat Road,,Sukhonthasawat Road/ Satri Witthaya 2 Road,,10.0,3037.0,,48058.0,,13.82118,100.60897,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60897 13.82118)
5630,2,227,3.2,19,48058,P1.11,,Sukhonthasawat Road,,Sena Niwet Soi 120/3,,10.0,3037.0,48057.0,48059.0,,13.82417,100.60876,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60876 13.82417)
5631,2,227,3.2,19,48059,P1.11,,Sukhonthasawat Road,,Sukonthasawat 3,,10.0,3037.0,48058.0,48060.0,,13.82438,100.6176,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6176 13.82438)
5632,2,227,3.2,19,48060,P1.11,,Sukhonthasawat Road,,Prasert-Manukitch Road,,10.0,3037.0,48059.0,48061.0,,13.82956,100.62326,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62326 13.82956)
5633,2,227,3.2,19,48061,P1.11,,Sukhonthasawat Road,,Sukhonthasawat 17,,10.0,3037.0,48060.0,48062.0,,13.83058,100.62344,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62344 13.83058)
5634,2,227,3.2,19,48062,P1.11,,Sukhonthasawat Road,,Pradit Manutham Road,,10.0,3037.0,48061.0,,,13.83628,100.6321,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6321 13.83628)
5636,2,227,3.2,19,48063,P1.11,,Sukhumvit 71 Road,,3/ Sukhumvit Road,,10.0,3038.0,,48064.0,,13.7132,100.5941,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5941 13.7132)
5637,2,227,3.2,19,48064,P1.11,,Sukhumvit 71 Road,,Pridi Banomyong 14,,10.0,3038.0,48063.0,48065.0,,13.71971,100.59572,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59572 13.71971)
5638,2,227,3.2,19,48065,P1.11,,Sukhumvit 71 Road,,Pridi Banomyong 31,,10.0,3038.0,48064.0,48066.0,,13.72992,100.59636,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59636 13.72992)
5639,2,227,3.2,19,48066,P1.11,,Sukhumvit 71 Road,,Pridi Banomyong 41,,10.0,3038.0,48065.0,48067.0,,13.73358,100.59741,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59741 13.73358)
5640,2,227,3.2,19,48067,P1.11,,Sukhumvit 71 Road,,Phetchaburi Road,,10.0,3038.0,48066.0,,,13.74095,100.60076,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60076 13.74095)
5642,2,227,3.2,19,48068,P1.11,,Sunthon Kosa Road,,Kasem Rat Road,,10.0,3039.0,,48069.0,,13.7146,100.56519,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56519 13.7146)
5643,2,227,3.2,19,48069,P1.11,,Sunthon Kosa Road,,Rama 3 Road,,10.0,3039.0,48068.0,48070.0,,13.71756,100.55817,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55817 13.71756)
5644,2,227,3.2,19,48070,P1.11,,Sunthon Kosa Road,,Rama 4 Road,,10.0,3039.0,48069.0,,,13.72075,100.55759,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55759 13.72075)
5646,2,227,3.2,19,48071,P1.11,,Sutthawat Road,,Itsaraphap Road,,10.0,3040.0,,48072.0,,13.75988,100.47774,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47774 13.75988)
5647,2,227,3.2,19,48072,P1.11,,Sutthawat Road,,Charan Sanitwong Road,,10.0,3040.0,48071.0,,,13.7626,100.47282,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47282 13.7626)
5649,2,227,3.2,19,48073,P1.11,,Sutthisan Winitchai Road,,Ratchada Phisek Road,,10.0,3041.0,,48074.0,,13.78973,100.57428,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57428 13.78973)
5650,2,227,3.2,19,48074,P1.11,,Sutthisan Winitchai Road,,Soi Phibun Uppatham,,10.0,3041.0,48073.0,48075.0,,13.78955,100.58238,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58238 13.78955)
5651,2,227,3.2,19,48075,P1.11,,Sutthisan Winitchai Road,,Soi 20 Mithuna,,10.0,3041.0,48074.0,48076.0,,13.78959,100.58333,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58333 13.78959)
5652,2,227,3.2,19,48076,P1.11,,Sutthisan Winitchai Road,,Soi Sutthi Niwet,,10.0,3041.0,48075.0,,,13.78895,100.58965,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58965 13.78895)
5664,2,227,3.2,19,48084,P1.11,,Thaniya Road,,Si Lom Road,,10.0,3045.0,,48085.0,,13.72857,100.53394,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53394 13.72857)
5665,2,227,3.2,19,48085,P1.11,,Thaniya Road,,Surawong Road,,10.0,3045.0,48084.0,,,13.73038,100.5331,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5331 13.73038)
5667,2,227,3.2,19,48086,P1.11,,Thetsaban Nimit Nua Road,,Thetsaban Nimit Tai Road/Thetsaban Songkhro Road,,10.0,3046.0,,48087.0,,13.83989,100.54961,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54961 13.83989)
5668,2,227,3.2,19,48087,P1.11,,Thetsaban Nimit Nua Road,,Thetsaban Rangsannuea Road,,10.0,3046.0,48086.0,48088.0,,13.84235,100.54222,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54222 13.84235)
5669,2,227,3.2,19,48088,P1.11,,Thetsaban Nimit Nua Road,,Pracha Chuen Road,,10.0,3046.0,48087.0,,,13.84232,100.54186,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54186 13.84232)
5671,2,227,3.2,19,48089,P1.11,,Thetsaban Nimit Tai Road,,Thetsaban Rangsan Tai Road,,10.0,3047.0,,48090.0,,13.83405,100.54743,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54743 13.83405)
5672,2,227,3.2,19,48090,P1.11,,Thetsaban Nimit Tai Road,,Thetsaban Nimit Tai Road/Thetsaban Songkhro Road,,10.0,3047.0,48089.0,,,13.83989,100.54961,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54961 13.83989)
5674,2,227,3.2,19,48091,P1.11,,Thetsaban Rangsan Tai Road,,Thetsaban Songkhro Road,,10.0,3048.0,,48092.0,,13.83993,100.54173,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54173 13.83993)
5675,2,227,3.2,19,48092,P1.11,,Thetsaban Rangsan Tai Road,,Thetsaban Nimit Tai Road,,10.0,3048.0,48091.0,,,13.83405,100.54743,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54743 13.83405)
5677,2,227,3.2,19,48093,P1.11,,Thetsaban Sai 2 Road,,Itsaraphap Road,,10.0,3049.0,,48094.0,,13.7356,100.48858,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48858 13.7356)
5678,2,227,3.2,19,48094,P1.11,,Thetsaban Sai 2 Road,,Thetsaban Sai 1 Road,,10.0,3049.0,48093.0,,,13.73544,100.49133,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49133 13.73544)
5680,2,227,3.2,19,48095,P1.11,,Thetsaban Songkhro Road,,Pracha Chuen Road,,10.0,3050.0,,48096.0,,13.83984,100.54122,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54122 13.83984)
5681,2,227,3.2,19,48096,P1.11,,Thetsaban Songkhro Road,,Thetsaban Rangsan Tai Road,,10.0,3050.0,48095.0,48097.0,,13.83993,100.54173,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54173 13.83993)
5682,2,227,3.2,19,48097,P1.11,,Thetsaban Songkhro Road,,Thetsaban Nimit Tai Road/Thetsaban Songkhro Road,,10.0,3050.0,48096.0,,,13.83989,100.54961,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54961 13.83989)
5687,2,227,3.2,19,48100,P1.11,,Thiamruammit Road (North),,Thiamruammit Road,,10.0,3052.0,,48101.0,,13.76814,100.57315,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57315 13.76814)
5688,2,227,3.2,19,48101,P1.11,,Thiamruammit Road (North),,Rop Rodfaifa Mahanakhon Road,,10.0,3052.0,48100.0,,,13.76642,100.58428,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58428 13.76642)
5690,2,227,3.2,19,48102,P1.11,,Thiamruammit Road,,Thiamruammit Road (East),,10.0,3053.0,,48103.0,,13.76642,100.58428,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58428 13.76642)
5691,2,227,3.2,19,48103,P1.11,,Thiamruammit Road,,Rop Rodfaifa Mahanakhon Road,,10.0,3053.0,48102.0,48104.0,,13.76712,100.58643,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58643 13.76712)
5692,2,227,3.2,19,48104,P1.11,,Thiamruammit Road,,Pracha Uthit 19,,10.0,3053.0,48103.0,,,13.76994,100.58646,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58646 13.76994)
5694,2,227,3.2,19,48105,P1.11,,Thoet Thai Road,,Bang Khae Road,,10.0,3054.0,,48106.0,,13.70354,100.42136,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42136 13.70354)
5695,2,227,3.2,19,48106,P1.11,,Thoet Thai Road,,Phatthanakan Road,,10.0,3054.0,48105.0,48107.0,,13.70607,100.42822,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42822 13.70607)
5696,2,227,3.2,19,48107,P1.11,,Thoet Thai Road,,Phet Kasem 33,,10.0,3054.0,48106.0,48108.0,,13.71179,100.44107,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.44107 13.71179)
5697,2,227,3.2,19,48108,P1.11,,Thoet Thai Road,,Krung Thonburi Elevated Road,,10.0,3054.0,48107.0,,,13.71722,100.45866,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.45866 13.71722)
5699,2,227,3.2,19,48109,P1.11,,Thung Mangkon Road,,Borommaratcha Chonnani Road,,10.0,3055.0,,48110.0,,13.78108,100.43015,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43015 13.78108)
5700,2,227,3.2,19,48110,P1.11,,Thung Mangkon Road,,Thung Mangkon 3,,10.0,3055.0,48109.0,48111.0,,13.78536,100.42912,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42912 13.78536)
5701,2,227,3.2,19,48111,P1.11,,Thung Mangkon Road,,Suan Phak Road,,10.0,3055.0,48110.0,,,13.79328,100.4288,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.4288 13.79328)
5703,2,227,3.2,19,48112,P1.11,,U Thong Nai Road,,Ratchadamnoen Nok Road,,10.0,3056.0,,48113.0,,13.76823,100.51157,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51157 13.76823)
5704,2,227,3.2,19,48113,P1.11,,U Thong Nai Road,,Ratchavite Road,,10.0,3056.0,48112.0,,,13.77515,100.51554,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51554 13.77515)
5706,2,227,3.2,19,48114,P1.11,,U Thong Nok Road,,Samsen Road,,10.0,3057.0,,48115.0,,13.77351,100.50615,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50615 13.77351)
5707,2,227,3.2,19,48115,P1.11,,U Thong Nok Road,,Nakhon Ratchasima Road,,10.0,3057.0,48114.0,,,13.7721,100.50942,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50942 13.7721)
5709,2,227,3.2,19,48116,P1.11,,Vacharaphol Road,,304/ Ram Inthra Road,,10.0,3058.0,,48117.0,,13.85076,100.64005,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64005 13.85076)
5710,2,227,3.2,19,48117,P1.11,,Vacharaphol Road,,Chalong Rat Expressway,,10.0,3058.0,48116.0,48118.0,,13.85363,100.6414,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6414 13.85363)
5711,2,227,3.2,19,48118,P1.11,,Vacharaphol Road,,Soi Muban Chaiyaphruek,,10.0,3058.0,48117.0,48119.0,,13.85838,100.64083,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64083 13.85838)
5712,2,227,3.2,19,48119,P1.11,,Vacharaphol Road,,Soi Wat Siriphong Thamnimit,,10.0,3058.0,48118.0,48120.0,,13.8586,100.64351,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64351 13.8586)
5713,2,227,3.2,19,48120,P1.11,,Vacharaphol Road,,Rarm Intra 65,,10.0,3058.0,48119.0,48121.0,,13.85888,100.64706,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64706 13.85888)
5714,2,227,3.2,19,48121,P1.11,,Vacharaphol Road,,Sukhaphiban 5 Road,,10.0,3058.0,48120.0,48122.0,,13.86683,100.64639,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64639 13.86683)
5715,2,227,3.2,19,48122,P1.11,,Vacharaphol Road,,Vacharapol 3/Vacharapol 4,,10.0,3058.0,48121.0,48123.0,,13.88975,100.64242,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64242 13.88975)
5716,2,227,3.2,19,48123,P1.11,,Vacharaphol Road,,Rasa Parklane,,10.0,3058.0,48122.0,48124.0,,13.89454,100.63843,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63843 13.89454)
5717,2,227,3.2,19,48124,P1.11,,Vacharaphol Road,,Phoem Sin Road,,10.0,3058.0,48123.0,,,13.90039,100.63784,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63784 13.90039)
5719,2,227,3.2,19,48125,P1.11,,Wat Ko Road,,Soi Phahon Yothin 54/1,,10.0,3059.0,,48126.0,,13.90813,100.6258,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6258 13.90813)
5720,2,227,3.2,19,48126,P1.11,,Wat Ko Road,,Wat Ko Road/Phahon Yothin 54/1 Yaek 4-10,,10.0,3059.0,48125.0,48127.0,,13.90651,100.62911,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62911 13.90651)
5721,2,227,3.2,19,48127,P1.11,,Wat Ko Road,,Soi Thong Ngok,,10.0,3059.0,48126.0,,,13.90845,100.63851,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63851 13.90845)
5723,2,227,3.2,19,48128,P1.11,,Watthana Tham Road,,Rama 9,,10.0,3060.0,,48129.0,,13.75542,100.57337,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57337 13.75542)
5724,2,227,3.2,19,48129,P1.11,,Watthana Tham Road,,Thiamruammit Road (South),,10.0,3060.0,48128.0,48130.0,,13.76255,100.57255,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57255 13.76255)
5725,2,227,3.2,19,48130,P1.11,,Watthana Tham Road,,Thiamruammit Road (North),,10.0,3060.0,48129.0,48131.0,,13.76814,100.57315,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57315 13.76814)
5726,2,227,3.2,19,48131,P1.11,,Watthana Tham Road,,Ratchada Phisek Road,,10.0,3060.0,48130.0,,,13.76952,100.57305,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57305 13.76952)
5728,2,227,3.2,19,48132,P1.11,,Wutthakat Road,,3242/ Wutthakat Road,,10.0,3061.0,,48133.0,,13.69912,100.46722,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46722 13.69912)
5729,2,227,3.2,19,48133,P1.11,,Wutthakat Road,,Wutthakat Road,,10.0,3061.0,48132.0,48134.0,,13.70571,100.46817,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46817 13.70571)
5730,2,227,3.2,19,48134,P1.11,,Wutthakat Road,,Krung Thonburi Elevated Road,,10.0,3061.0,48133.0,48135.0,,13.71247,100.47107,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47107 13.71247)
5731,2,227,3.2,19,48135,P1.11,,Wutthakat Road,,Soi Khru Bunrot,,10.0,3061.0,48134.0,48136.0,,13.71587,100.47209,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47209 13.71587)
5732,2,227,3.2,19,48136,P1.11,,Wutthakat Road,,Thoet Thai Road,,10.0,3061.0,48135.0,,,13.71952,100.47252,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47252 13.71952)
5734,2,227,3.2,19,48137,P1.11,,Yannawa Road,,Rama 3 Road,,10.0,3062.0,,48138.0,,13.67899,100.54704,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54704 13.67899)
5735,2,227,3.2,19,48138,P1.11,,Yannawa Road,,Sathu Pradit 49,,10.0,3062.0,48137.0,48139.0,,13.68219,100.54096,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54096 13.68219)
5736,2,227,3.2,19,48139,P1.11,,Yannawa Road,,Sathu Pradit Road,,10.0,3062.0,48138.0,,,13.68811,100.53344,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53344 13.68811)
5738,2,227,3.2,19,48140,P1.11,,Yen Akat Road,,Nang Linchi Road,,10.0,3063.0,,48141.0,,13.71061,100.54177,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54177 13.71061)
5739,2,227,3.2,19,48141,P1.11,,Yen Akat Road,,Yen Akat 2,,10.0,3063.0,48140.0,48142.0,,13.71508,100.54616,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54616 13.71508)
5740,2,227,3.2,19,48142,P1.11,,Yen Akat Road,,Soi Sri Bamphen,,10.0,3063.0,48141.0,,,13.71922,100.54896,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54896 13.71922)
5742,2,227,3.2,19,48143,P1.11,,Yenchit Road,,Chan Road,,10.0,3064.0,,48144.0,,13.70679,100.52424,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52424 13.70679)
5743,2,227,3.2,19,48144,P1.11,,Yenchit Road,,Soi Chan 18/7 Yaek 17,,10.0,3064.0,48143.0,,,13.71225,100.52415,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52415 13.71225)
5745,2,227,3.2,19,48145,P1.11,,Yothi Road,,Sri Rat Expressway,,10.0,3065.0,,48146.0,,13.76605,100.52751,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52751 13.76605)
5746,2,227,3.2,19,48146,P1.11,,Yothi Road,,Ratchawithi 15,,10.0,3065.0,48145.0,48147.0,,13.76393,100.5321,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5321 13.76393)
5747,2,227,3.2,19,48147,P1.11,,Yothi Road,,Phayathai Road,,10.0,3065.0,48146.0,,,13.76187,100.53647,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53647 13.76187)
5749,2,227,3.2,19,48148,P1.11,,Yu Yen Road,,Pradit Manutham Road,,10.0,3066.0,,48149.0,,13.84054,100.63429,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63429 13.84054)
5750,2,227,3.2,19,48149,P1.11,,Yu Yen Road,,Rarm Intra 34 Yaek 19,,10.0,3066.0,48148.0,48150.0,,13.84506,100.63289,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63289 13.84506)
5751,2,227,3.2,19,48150,P1.11,,Yu Yen Road,,Rarm Intra 34 Yaek 9/Rarm Intra 34 Yaek 8,,10.0,3066.0,48149.0,,,13.84913,100.63675,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63675 13.84913)
5756,2,227,3.2,19,48153,P1.11,,Thetsaban Rangsannuea Road,,Thetsaban Rangsan Tai Road,,10.0,3068.0,,48154.0,,13.83993,100.54173,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54173 13.83993)
5757,2,227,3.2,19,48154,P1.11,,Thetsaban Rangsannuea Road,,Thetsaban Nimit Nua Road,,10.0,3068.0,48153.0,,,13.84235,100.54222,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54222 13.84235)
5759,2,227,3.2,19,48155,P1.11,,Thetsaban Sai 1 Road,,Thetsaban Sai 2 Road,,10.0,3069.0,,48156.0,,13.73544,100.49133,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49133 13.73544)
5760,2,227,3.2,19,48156,P1.11,,Thetsaban Sai 1 Road,,Arun Amarin 5,,10.0,3069.0,48155.0,,,13.73625,100.49247,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49247 13.73625)
5762,2,227,3.2,19,48157,P1.11,,Thian Thale 16,,Rama 2 Soi 69,,10.0,3070.0,,48158.0,,13.64063,100.42763,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42763 13.64063)
5763,2,227,3.2,19,48158,P1.11,,Thian Thale 16,,Bangkhunthian-Chaithale Road,,10.0,3070.0,48157.0,,,13.64092,100.43217,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43217 13.64092)
5765,2,227,3.2,19,48159,P1.11,,Thoet Thai Road,,Ratchaphruek Road,,10.0,3071.0,,48160.0,,13.71753,100.45933,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.45933 13.71753)
5766,2,227,3.2,19,48160,P1.11,,Thoet Thai Road,,Phet Kasem 23,,10.0,3071.0,48159.0,48161.0,,13.71976,100.46414,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46414 13.71976)
5767,2,227,3.2,19,48161,P1.11,,Thoet Thai Road,,Thoet Thai 51,,10.0,3071.0,48160.0,48162.0,,13.71871,100.46678,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46678 13.71871)
5768,2,227,3.2,19,48162,P1.11,,Thoet Thai Road,,Wutthakat Road,,10.0,3071.0,48161.0,48163.0,,13.71952,100.47252,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47252 13.71952)
5769,2,227,3.2,19,48163,P1.11,,Thoet Thai Road,,Soi Thoet Thai 33,,10.0,3071.0,48162.0,48164.0,,13.72031,100.47513,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47513 13.72031)
5770,2,227,3.2,19,48164,P1.11,,Thoet Thai Road,,Ratchada Phisek Road,,10.0,3071.0,48163.0,48165.0,,13.72088,100.47719,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47719 13.72088)
5771,2,227,3.2,19,48165,P1.11,,Thoet Thai Road,,Wat Phonimit,,10.0,3071.0,48164.0,48166.0,,13.72263,100.48317,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48317 13.72263)
5772,2,227,3.2,19,48166,P1.11,,Thoet Thai Road,,Thoet Thai 5,,10.0,3071.0,48165.0,48167.0,,13.726,100.48682,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48682 13.726)
5773,2,227,3.2,19,48167,P1.11,,Thoet Thai Road,,4/Intharaphithak Road,,10.0,3071.0,48166.0,,,13.72729,100.48707,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48707 13.72729)
5775,2,227,3.2,19,39505,P1.11,,Thoet Damri Road,,Samsen Intersection-667,,10.0,667.0,,39506.0,,13.77618,100.52839,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52839 13.77618)
5776,2,227,3.2,19,39506,P1.12,,Thoet Damri Road,,Setthasiri Junction-667,,10.0,667.0,39505.0,39507.0,,13.78157,100.5306,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5306 13.78157)
5777,2,227,3.2,19,39507,P1.11,,Thoet Damri Road,,Wat Pracha Intersection,,10.0,667.0,39506.0,39508.0,,13.78722,100.53276,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53276 13.78722)
5778,2,227,3.2,19,39508,P1.11,,Thoet Damri Road,,Thoet Damri Intersection-667,,10.0,667.0,39507.0,39509.0,,13.79245,100.53505,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53505 13.79245)
