,CC,CID,VERSION NR,TABLE,LOCATION CODE,(SUB)TYPE,ROAD NUMBER,ROAD NAME,JUNCTION NUMBER,FIRST NAME,SECOND NAME,AREA REFERENCE,LINEAR REFERENCE,NEGATIVE OFFSET,POSITIVE OFFSET,INTERSECTION REFS,LATITUDE,LONGITUDE,URBAN,INTERRUPT,ISOLATED,IN+,OUT+,IN-,OUT-,PRESENT+,PRESENT-,geometry
472,2,227,3.2,19,46276,P1.11,,Bang Khae 7,,Hattrick Football Field,,10.0,2411.0,46275.0,46277.0,,13.69421,100.42907,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42907 13.69421)
473,2,227,3.2,19,46277,P1.11,,Bang Khae 7,,Kamnan Maen 17,,10.0,2411.0,46276.0,,,13.69431,100.4316,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.4316 13.69431)
475,2,227,3.2,19,46278,P1.11,,Bang Khun Non Road,,Charan Sanitwong Road,,10.0,2412.0,,46279.0,,13.76403,100.4738,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.4738 13.76403)
476,2,227,3.2,19,46279,P1.11,,Bang Khun Non Road,,Soi Bang Khun Non 15,,10.0,2412.0,46278.0,46280.0,,13.7679,100.47042,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47042 13.7679)
477,2,227,3.2,19,46280,P1.11,,Bang Khun Non Road,,Soi Bang Khun Non 25,,10.0,2412.0,46279.0,46281.0,,13.77192,100.46792,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46792 13.77192)
478,2,227,3.2,19,46281,P1.11,,Bang Khun Non Road,,Soi Bang Khun Non 37,,10.0,2412.0,46280.0,46282.0,,13.77699,100.4652,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.4652 13.77699)
479,2,227,3.2,19,46282,P1.11,,Bang Khun Non Road,,Chaiyaphruek Road,,10.0,2412.0,46281.0,,,13.77878,100.46524,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46524 13.77878)
482,2,227,3.2,19,46284,P1.11,,Bang Na,,Lasalle 36,,10.0,2413.0,46283.0,46285.0,,13.65678,100.62248,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62248 13.65678)
483,2,227,3.2,19,46285,P1.11,,Bang Na,,Lasalle Road,,10.0,2413.0,46284.0,,,13.6607,100.62492,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62492 13.6607)
485,2,227,3.2,19,17513,P3.14,,Bangna-Trat Road,,Bang Na,,10.0,687.0,,17503.0,,13.66407,100.65229,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.65229 13.66407)
498,2,227,3.2,19,17500,P1.10,,Bangna-Trat Road,,Old Railway Intersection,,10.0,519.0,,17501.0,,13.67624,100.59146,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59146 13.67624)
499,2,227,3.2,19,17501,P1.1,,Bangna-Trat Road,,Bangna Intersection-519,,10.0,519.0,17500.0,17502.0,,13.67334,100.60683,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60683 13.67334)
500,2,227,3.2,19,17502,P2.1,,Bangna-Trat Road,,Km-5 Bang Na Trat Rd.,,10.0,519.0,17501.0,17512.0,,13.6643,100.65183,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.65183 13.6643)
501,2,227,3.2,19,17512,P3.14,,Bangna-Trat Road,,Bang Na,,10.0,519.0,17502.0,,,13.66407,100.65229,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.65229 13.66407)
512,2,227,3.2,19,46286,P1.11,,Bang Na-Trat 1,,Udom Suk 18,,10.0,2414.0,,46287.0,,13.67682,100.61417,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61417 13.67682)
513,2,227,3.2,19,46287,P1.11,,Bang Na-Trat 1,,Bangna-Trat Road,,10.0,2414.0,46286.0,,,13.67235,100.61325,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61325 13.67235)
515,2,227,3.2,19,46288,P1.11,,Bang Na-Trat 11,,Bangna-Trat Road,,10.0,2415.0,,46289.0,,13.67147,100.61779,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61779 13.67147)
516,2,227,3.2,19,46289,P1.11,,Bang Na-Trat 11,,Soi Ruam Charoen,,10.0,2415.0,46288.0,,,13.67249,100.61934,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61934 13.67249)
518,2,227,3.2,19,46290,P1.11,,Bang Na-Trat 12,,Lasalle 29,,10.0,2416.0,,46291.0,,13.66616,100.61691,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61691 13.66616)
519,2,227,3.2,19,46291,P1.11,,Bang Na-Trat 12,,Bangna-Trat Road,,10.0,2416.0,46290.0,,,13.67006,100.62057,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62057 13.67006)
521,2,227,3.2,19,46292,P1.11,,Bang Na-Trat 17 Yaek 1,,Bangna-Trat Road,,10.0,2417.0,,46293.0,,13.66929,100.62874,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62874 13.66929)
522,2,227,3.2,19,46293,P1.11,,Bang Na-Trat 17 Yaek 1,,Bang Na-Trat 19,,10.0,2417.0,46292.0,,,13.67017,100.63061,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63061 13.67017)
524,2,227,3.2,19,46294,P1.11,,Bang Na-Trat 19,,Bangna-Trat Road,,10.0,2418.0,,46295.0,,13.66897,100.63043,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63043 13.66897)
525,2,227,3.2,19,46295,P1.11,,Bang Na-Trat 19,,Bang Na-Trat 17 Yaek 1,,10.0,2418.0,46294.0,46296.0,,13.67017,100.63061,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63061 13.67017)
526,2,227,3.2,19,46296,P1.11,,Bang Na-Trat 19,,Bang Na-Trat 19 Yaek 19,,10.0,2418.0,46295.0,46297.0,,13.67464,100.62998,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62998 13.67464)
527,2,227,3.2,19,46297,P1.11,,Bang Na-Trat 19,,Sukhumwit 103,,10.0,2418.0,46296.0,,,13.67806,100.63128,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63128 13.67806)
529,2,227,3.2,19,46298,P1.11,,Bang Na-Trat 21,,Bangna-Trat Road,,10.0,2419.0,,46299.0,,13.66848,100.63276,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63276 13.66848)
530,2,227,3.2,19,46299,P1.11,,Bang Na-Trat 21,,Bang Na-Trat 21 Yaek 9,,10.0,2419.0,46298.0,,,13.67198,100.6333,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6333 13.67198)
532,2,227,3.2,19,46300,P1.11,,Bang Na-Trat 23,,Bangna-Trat Road,,10.0,2420.0,,46301.0,,13.66812,100.635,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.635 13.66812)
533,2,227,3.2,19,46301,P1.11,,Bang Na-Trat 23,,Rangsiya Soi 4,,10.0,2420.0,46300.0,46302.0,,13.67364,100.63658,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63658 13.67364)
534,2,227,3.2,19,46302,P1.11,,Bang Na-Trat 23,,Srinagarindra 58,,10.0,2420.0,46301.0,,,13.67533,100.64135,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64135 13.67533)
536,2,227,3.2,19,46303,P1.11,,Bang Na-Trat 3,,Bangna-Trat Road,,10.0,2421.0,,46304.0,,13.67204,100.61508,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61508 13.67204)
537,2,227,3.2,19,46304,P1.11,,Bang Na-Trat 3,,Soi Ruam Charoen,,10.0,2421.0,46303.0,,,13.67471,100.61758,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61758 13.67471)
539,2,227,3.2,19,46305,P1.11,,Bang Na-Trat 30,,Lasalle 55,,10.0,2422.0,,46306.0,,13.66256,100.63033,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63033 13.66256)
540,2,227,3.2,19,46306,P1.11,,Bang Na-Trat 30,,Bangna-Trat Road,,10.0,2422.0,46305.0,,,13.66781,100.63202,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63202 13.66781)
542,2,227,3.2,19,46307,P1.11,,Bang Na-Trat 7,,Bangna-Trat Road,,10.0,2423.0,,46308.0,,13.67175,100.61656,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61656 13.67175)
543,2,227,3.2,19,46308,P1.11,,Bang Na-Trat 7,,Soi Ruam Charoen,,10.0,2423.0,46307.0,,,13.67306,100.61888,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61888 13.67306)
545,2,227,3.2,19,46309,P1.11,,Bang Na-Trat 9,,Bangna-Trat Road,,10.0,2424.0,,46310.0,,13.67158,100.61734,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61734 13.67158)
546,2,227,3.2,19,46310,P1.11,,Bang Na-Trat 9,,Soi Ruam Charoen,,10.0,2424.0,46309.0,,,13.67274,100.6192,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6192 13.67274)
553,2,227,3.2,19,46315,P1.11,,Bangkhunthian Road,,Bangkhunthian-Chaithale Road,,10.0,2425.0,,46316.0,,13.65326,100.43054,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43054 13.65326)
554,2,227,3.2,19,46316,P1.11,,Bangkhunthian Road,,35,,10.0,2425.0,46315.0,46317.0,,13.65671,100.43003,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43003 13.65671)
555,2,227,3.2,19,46317,P1.11,,Bangkhunthian Road,,Phaendinthong Road,,10.0,2425.0,46316.0,46318.0,,13.66453,100.42886,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42886 13.66453)
556,2,227,3.2,19,46318,P1.11,,Bangkhunthian Road,,Soi Monthat Ratchasri Pichit,,10.0,2425.0,46317.0,46319.0,,13.6689,100.42784,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42784 13.6689)
557,2,227,3.2,19,46319,P1.11,,Bangkhunthian Road,,Ekkachai Road,,10.0,2425.0,46318.0,,,13.67391,100.42557,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42557 13.67391)
560,2,227,3.2,19,53518,P1.11,,Bangkhunthian-Chaithale Road,,Thian Thale 25,,10.0,2426.0,53519.0,53517.0,,13.56306,100.41943,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.41943 13.56306)
561,2,227,3.2,19,53517,P1.11,,Bangkhunthian-Chaithale Road,,Soi Thian Thale 23,,10.0,2426.0,53518.0,46320.0,,13.58488,100.42804,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42804 13.58488)
562,2,227,3.2,19,46320,P1.11,,Bangkhunthian-Chaithale Road,,Soi Witsawaphan,,10.0,2426.0,53517.0,46321.0,,13.59014,100.42977,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42977 13.59014)
563,2,227,3.2,19,46321,P1.11,,Bangkhunthian-Chaithale Road,,Soi Ruamchai Phatthana,,10.0,2426.0,46320.0,46322.0,,13.59838,100.43262,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43262 13.59838)
564,2,227,3.2,19,46322,P1.11,,Bangkhunthian-Chaithale Road,,Thian Thale 26,,10.0,2426.0,46321.0,46323.0,,13.60531,100.43494,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43494 13.60531)
565,2,227,3.2,19,46323,P1.11,,Bangkhunthian-Chaithale Road,,Soi Thian Thale 24,,10.0,2426.0,46322.0,46324.0,,13.6139,100.43762,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43762 13.6139)
566,2,227,3.2,19,46324,P1.11,,Bangkhunthian-Chaithale Road,,Thian Thale 20/1,,10.0,2426.0,46323.0,46325.0,,13.62397,100.43586,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43586 13.62397)
567,2,227,3.2,19,46325,P1.11,,Bangkhunthian-Chaithale Road,,Thian Thale 20,,10.0,2426.0,46324.0,46326.0,,13.6257,100.43498,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43498 13.6257)
568,2,227,3.2,19,46326,P1.11,,Bangkhunthian-Chaithale Road,,9,,10.0,2426.0,46325.0,46327.0,,13.62718,100.43466,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43466 13.62718)
569,2,227,3.2,19,46327,P1.11,,Bangkhunthian-Chaithale Road,,Sakae Ngam Road,,10.0,2426.0,46326.0,46328.0,,13.62971,100.43417,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43417 13.62971)
570,2,227,3.2,19,46328,P1.11,,Bangkhunthian-Chaithale Road,,Soi Thian Thale 11,,10.0,2426.0,46327.0,46329.0,,13.63492,100.43315,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43315 13.63492)
571,2,227,3.2,19,46329,P1.11,,Bangkhunthian-Chaithale Road,,Thian Thale 16,,10.0,2426.0,46328.0,46330.0,,13.64092,100.43217,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43217 13.64092)
572,2,227,3.2,19,46330,P1.11,,Bangkhunthian-Chaithale Road,,Anamai Ngam Charoen30,,10.0,2426.0,46329.0,46331.0,,13.64151,100.43209,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43209 13.64151)
573,2,227,3.2,19,46331,P1.11,,Bangkhunthian-Chaithale Road,,Soi Thian Thale 12,,10.0,2426.0,46330.0,46332.0,,13.64971,100.43096,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43096 13.64971)
574,2,227,3.2,19,46332,P1.11,,Bangkhunthian-Chaithale Road,,Bangkhunthian Road,,10.0,2426.0,46331.0,,,13.65326,100.43054,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43054 13.65326)
576,2,227,3.2,19,41000,P1.12,,Bangkok-Nonthaburi Road,,Tao Pun Junction-567,,10.0,567.0,,41001.0,,13.80635,100.53082,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53082 13.80635)
577,2,227,3.2,19,41001,P1.12,,Bangkok-Nonthaburi Road,,Soi Bangkok-nonthaburi 5,,10.0,567.0,41000.0,41002.0,,13.81031,100.53131,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53131 13.81031)
578,2,227,3.2,19,41002,P1.12,,Bangkok-Nonthaburi Road,,Soi Bangkok-nonthaburi 13,,10.0,567.0,41001.0,41003.0,,13.81275,100.53163,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53163 13.81275)
579,2,227,3.2,19,41003,P1.12,,Bangkok-Nonthaburi Road,,Prachachuen 16,,10.0,567.0,41002.0,41004.0,,13.81592,100.53206,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53206 13.81592)
580,2,227,3.2,19,41004,P1.12,,Bangkok-Nonthaburi Road,,Soi Bangkok-nonthaburi 32,,10.0,567.0,41003.0,41005.0,,13.81858,100.53237,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53237 13.81858)
581,2,227,3.2,19,41005,P1.12,,Bangkok-Nonthaburi Road,,Soi Doksom,,10.0,567.0,41004.0,41006.0,,13.82249,100.53282,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53282 13.82249)
582,2,227,3.2,19,41006,P1.12,,Bangkok-Nonthaburi Road,,Soi Bangkok-nonthaburi 44,,10.0,567.0,41005.0,41007.0,,13.82592,100.53135,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53135 13.82592)
583,2,227,3.2,19,41007,P1.11,,Bangkok-Nonthaburi Road,,Wong Sawang Intersection-567,,10.0,567.0,41006.0,,,13.82828,100.52844,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52844 13.82828)
587,2,227,3.2,19,46335,P1.11,,Bangkok-Nonthaburi Road,,Bangkok-Nonthaburi Road,,10.0,2427.0,46334.0,,,13.83362,100.52204,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52204 13.83362)
589,2,227,3.2,19,46336,P1.11,,Bangplia Road,,Ratchaphruek Road,,10.0,2428.0,,46337.0,,13.73,100.45225,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.45225 13.73)
590,2,227,3.2,19,46337,P1.11,,Bangplia Road,,Soi Phet Kasem 28 Yaek 21,,10.0,2428.0,46336.0,,,13.73077,100.45908,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.45908 13.73077)
592,2,227,3.2,19,32501,P1.11,,Banmo Rd.,,Banmo Rd. Cross Chakphet Rd.,,10.0,550.0,,32502.0,,13.74211,100.497,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.497 13.74211)
593,2,227,3.2,19,32502,P1.11,,Banmo Rd.,,Ban Mo Intersection,,10.0,550.0,32501.0,32503.0,,13.74532,100.49742,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49742 13.74532)
594,2,227,3.2,19,32503,P1.11,,Banmo Rd.,,Si Yak Phraya Si Intersection-550,,10.0,550.0,32502.0,32507.0,,13.74721,100.49767,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49767 13.74721)
595,2,227,3.2,19,32507,P1.11,,Banmo Rd.,,Si Yak Sao Ching Cha Intersection-550,,10.0,550.0,32503.0,,,13.75147,100.49819,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49819 13.75147)
597,2,227,3.2,19,14170,P1.11,,Banthat Thong Road,,Charoen Phon Intersection-608,,10.0,608.0,,14171.0,,13.74745,100.52377,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52377 13.74745)
598,2,227,3.2,19,14171,P3.2,,Banthat Thong Road,,Charoen Phon Bridge,,10.0,608.0,14170.0,14172.0,,13.75036,100.52481,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52481 13.75036)
599,2,227,3.2,19,14172,P1.12,,Banthat Thong Road,,Phet Phraram Junction,,10.0,608.0,14171.0,,,13.75503,100.5269,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5269 13.75503)
605,2,227,3.2,19,46341,P1.11,,Bearing 39,,Sukhumvit 107 Road,,11.0,2430.0,46340.0,,,13.64993,100.63497,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63497 13.64993)
607,2,227,3.2,19,46342,P1.11,,Paribatra Road,,Bamrung Mueang Road,,10.0,2431.0,,46343.0,,13.75215,100.50542,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50542 13.75215)
608,2,227,3.2,19,46343,P1.11,,Paribatra Road,,Ratchadamnoen Nok Road,,10.0,2431.0,46342.0,,,13.75576,100.5062,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5062 13.75576)
610,2,227,3.2,19,22510,P1.11,,Borommaratcha Chonnani Road,,Phanphiphop Intersection-641,,10.0,641.0,,22504.0,,13.7577,100.49493,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49493 13.7577)
611,2,227,3.2,19,22504,P3.2,,Borommaratcha Chonnani Road,,Somdet Phra Pinklao Bridge,,10.0,641.0,22510.0,22505.0,,13.76237,100.49067,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49067 13.76237)
612,2,227,3.2,19,22505,P1.11,,Borommaratcha Chonnani Road,,Arun Ammarin Intersection-641,,10.0,641.0,22504.0,22506.0,,13.76867,100.48581,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48581 13.76867)
613,2,227,3.2,19,22506,P1.11,,Borommaratcha Chonnani Road,,Borommaratchachonnani Intersection-641,,10.0,641.0,22505.0,22507.0,,13.77338,100.48183,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48183 13.77338)
614,2,227,3.2,19,22507,P1.12,,Borommaratcha Chonnani Road,,Soi Boromratchachonnani 15,,10.0,641.0,22506.0,22508.0,,13.77999,100.47567,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47567 13.77999)
615,2,227,3.2,19,22508,P1.12,,Borommaratcha Chonnani Road,,Rung Pracha Road,,10.0,641.0,22507.0,22509.0,,13.7843,100.47173,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.47173 13.7843)
616,2,227,3.2,19,22509,P1.11,,Borommaratcha Chonnani Road,,Highway 341-338 Intersection,,10.0,641.0,22508.0,,,13.78766,100.46889,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46889 13.78766)
645,2,227,3.2,19,16077,P1.4,,Burapha Withi Exp.,,Bangna Km.2,,10.0,8294.0,,20294.0,,13.6677,100.63429,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63429 13.6677)
646,2,227,3.2,19,20294,P1.4,,Burapha Withi Exp.,,Off Ramp Connection Bangna Km.2 - 8294,,10.0,8294.0,16077.0,,,13.66835,100.63017,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63017 13.66835)
651,2,227,3.2,19,16088,P3.14,,Burapha Withi Exp.,,Bang Na,,10.0,2161.0,,46032.0,,13.66451,100.65238,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.65238 13.66451)
685,2,227,3.2,19,16097,P3.14,,Burapha Withi Exp.,,Bang Na,,11.0,1361.0,16074.0,,,13.6641,100.6523,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6523 13.6641)
696,2,227,3.2,19,46026,P1.5,,Burapha Withi Exp.,,Bang Na (KM. 2),,10.0,8256.0,,20256.0,,13.66885,100.6304,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6304 13.66885)
697,2,227,3.2,19,20256,P1.5,,Burapha Withi Exp.,,On Ramp Connection Bangna (KM. 2) - 8256,,10.0,8256.0,46026.0,,,13.66788,100.63433,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63433 13.66788)
789,2,227,3.2,19,46025,P1.13,,Burapha Withi Exp.,,Section Link S1 (To Chonburi) - 2062,,10.0,2061.0,,46027.0,,13.67288,100.60897,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60897 13.67288)
790,2,227,3.2,19,46027,P1.5,,Burapha Withi Exp.,,Section Link S1 (To Chonburi) - 2063,,10.0,2061.0,46025.0,46028.0,,13.66788,100.63433,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63433 13.66788)
791,2,227,3.2,19,46028,P3.37,,Burapha Withi Exp.,,Wat Si Auem Section,,10.0,2061.0,46027.0,46029.0,,13.66714,100.63908,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63908 13.66714)
792,2,227,3.2,19,46029,P2.1,,Burapha Withi Exp.,,Bangna Km 6 ( 2 K.M. ),,10.0,2061.0,46028.0,16087.0,,13.66612,100.64391,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64391 13.66612)
793,2,227,3.2,19,16087,P3.14,,Burapha Withi Exp.,,Bang Na,,10.0,2061.0,46029.0,,,13.66451,100.65238,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.65238 13.66451)
795,2,227,3.2,19,16098,P3.14,,Burapha Withi Exp.,,Bang Na,,11.0,1061.0,,16075.0,,13.6641,100.6523,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6523 13.6641)
796,2,227,3.2,19,16075,P3.37,,Burapha Withi Exp.,,Yan Srinakharin - Bangna Intersection - 1061,,10.0,1061.0,16098.0,16076.0,,13.66596,100.64314,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64314 13.66596)
797,2,227,3.2,19,16076,P2.1,,Burapha Withi Exp.,,Bangna Km.2 (500 m.),,10.0,1061.0,16075.0,16078.0,,13.66676,100.63901,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63901 13.66676)
798,2,227,3.2,19,16078,P1.4,,Burapha Withi Exp.,,Bangna Km.2,,10.0,1061.0,16076.0,16086.0,,13.6677,100.63429,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63429 13.6677)
799,2,227,3.2,19,16086,P1.13,,Burapha Withi Exp.,,Section Link S1 - 1061 From Chonburi,,10.0,1061.0,16078.0,,,13.6726,100.60889,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60889 13.6726)
819,2,227,3.2,19,14115,P1.11,,Chaeng Watthana Road,,Vibhavadi-Rangsit Road,,10.0,696.0,14117.0,,,13.88428,100.58159,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58159 13.88428)
821,2,227,3.2,19,46344,P1.11,,Chaiyaphruek Road,,Chaiyaphruek 9,,10.0,2432.0,,46345.0,,13.7878,100.46116,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46116 13.7878)
822,2,227,3.2,19,46345,P1.11,,Chaiyaphruek Road,,Suan Phak Road,,10.0,2432.0,46344.0,,,13.79165,100.46343,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46343 13.79165)
824,2,227,3.2,19,33505,P1.11,,Chakkraphatdiphong Rd.,,Mane Si Intersection-658,,10.0,658.0,,33508.0,,13.75187,100.5087,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5087 13.75187)
825,2,227,3.2,19,33508,P3.37,,Chakkraphatdiphong Rd.,,Bank of Ayudhya,,10.0,658.0,33505.0,33506.0,,13.75501,100.50949,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50949 13.75501)
826,2,227,3.2,19,33506,P1.11,,Chakkraphatdiphong Rd.,,Lan Luang Intersection-658,,10.0,658.0,33508.0,33507.0,,13.75644,100.50966,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50966 13.75644)
827,2,227,3.2,19,33507,P1.11,,Chakkraphatdiphong Rd.,,Chakkraphatdiphong Intersection-658,,10.0,658.0,33506.0,,,13.75825,100.50951,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50951 13.75825)
829,2,227,3.2,19,33501,P1.14,,Chakkrawat Road,,Phra Pok Klao Bridge,,10.0,552.0,,33509.0,,13.74091,100.50102,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50102 13.74091)
